CENSUS BLOCK,CENSUS BLOCK FULL,TOTAL POPULATION
1703002008,170311703002008,60
1703002009,170311703002009,34
1703002010,170311703002010,63
1703002011,170311703002011,63
1703002012,170311703002012,78
1703002013,170311703002013,56
1703002014,170311703002014,51
1703002015,170311703002015,48
1703002016,170311703002016,80
1703002017,170311703002017,56
1703003000,170311703003000,87
1703003001,170311703003001,0
1703003002,170311703003002,42
1703003003,170311703003003,51
1703003004,170311703003004,49
1703003005,170311703003005,0
1703003006,170311703003006,45
1703003007,170311703003007,62
1703003008,170311703003008,58
1703003009,170311703003009,95
1703003010,170311703003010,47
1703003011,170311703003011,53
1703003012,170311703003012,53
1703003013,170311703003013,70
1703003014,170311703003014,54
1703003015,170311703003015,58
1703003016,170311703003016,78
1703004000,170311703004000,71
1703004001,170311703004001,36
1703004002,170311703004002,61
1703004003,170311703004003,64
1703004004,170311703004004,53
1703004005,170311703004005,42
1703004006,170311703004006,61
1703004007,170311703004007,57
1703004008,170311703004008,50
1703004009,170311703004009,55
1703004010,170311703004010,43
1703004011,170311703004011,66
1703004012,170311703004012,62
1703004013,170311703004013,36
1703004014,170311703004014,56
1703004015,170311703004015,50
1703004016,170311703004016,56
1703004017,170311703004017,66
1703005000,170311703005000,69
1703005001,170311703005001,54
1703005002,170311703005002,0
1703005003,170311703005003,23
1703005004,170311703005004,56
1703005005,170311703005005,49
1703005006,170311703005006,48
1703005007,170311703005007,55
1703005008,170311703005008,35
1703005009,170311703005009,76
1703005010,170311703005010,49
1703005011,170311703005011,53
1703005012,170311703005012,55
1703005013,170311703005013,57
1703005014,170311703005014,59
1703005015,170311703005015,63
1703005016,170311703005016,43
1703005017,170311703005017,54
1703005018,170311703005018,59
1703005019,170311703005019,76
1703005020,170311703005020,93
1703005021,170311703005021,66
1703005022,170311703005022,61
1703005023,170311703005023,81
1703005024,170311703005024,66
1703005025,170311703005025,58
1703005026,170311703005026,0
1704001000,170311704001000,0
1704001001,170311704001001,17
1704001002,170311704001002,0
1704001003,170311704001003,18
1704001004,170311704001004,26
1704001005,170311704001005,58
1704001006,170311704001006,59
1704001007,170311704001007,41
1704001008,170311704001008,47
1704001009,170311704001009,52
1704001010,170311704001010,7
1704001011,170311704001011,80
1704001012,170311704001012,69
1704001013,170311704001013,49
1704001014,170311704001014,54
1704001015,170311704001015,56
1704001016,170311704001016,60
1704001017,170311704001017,58
1704001018,170311704001018,67
1704001019,170311704001019,26
1704002000,170311704002000,82
1704002001,170311704002001,68
1704002002,170311704002002,58
1704002003,170311704002003,57
1704002004,170311704002004,62
1704002005,170311704002005,59
1704002006,170311704002006,55
1704002007,170311704002007,61
1704002008,170311704002008,32
1704002009,170311704002009,34
1704002010,170311704002010,24
1704002011,170311704002011,33
1704002012,170311704002012,42
1704002013,170311704002013,34
1704002014,170311704002014,170
1704002015,170311704002015,31
1704002016,170311704002016,38
1704003000,170311704003000,60
1704003001,170311704003001,60
1704003002,170311704003002,68
1704003003,170311704003003,65
1704003004,170311704003004,73
1704003005,170311704003005,69
1704003006,170311704003006,69
1704003007,170311704003007,56
1704003008,170311704003008,28
1704003009,170311704003009,28
1704003010,170311704003010,34
1704003011,170311704003011,29
1704003012,170311704003012,40
1704003013,170311704003013,28
1704003014,170311704003014,18
1704003015,170311704003015,20
1704003016,170311704003016,18
1704003017,170311704003017,35
1704003018,170311704003018,3
1704003019,170311704003019,29
1704003020,170311704003020,19
1704003021,170311704003021,66
1704003022,170311704003022,34
1704003023,170311704003023,32
1704003024,170311704003024,69
1704003025,170311704003025,24
1704004000,170311704004000,3
1704004001,170311704004001,41
1704004002,170311704004002,33
1704004003,170311704004003,13
1704004004,170311704004004,28
1704004005,170311704004005,44
1704004006,170311704004006,24
1704004007,170311704004007,25
1704004008,170311704004008,9
1704004009,170311704004009,25
1704004010,170311704004010,31
1704004011,170311704004011,48
1704004012,170311704004012,60
1704004013,170311704004013,71
1704004014,170311704004014,69
1704004015,170311704004015,93
1704004016,170311704004016,27
1704004017,170311704004017,32
1704004018,170311704004018,30
1704004019,170311704004019,17
1704004020,170311704004020,35
1704004021,170311704004021,25
1704004022,170311704004022,55
1704004023,170311704004023,42
1704004024,170311704004024,50
1704004025,170311704004025,17
1704004026,170311704004026,28
1704004027,170311704004027,8
1704004028,170311704004028,20
1704004029,170311704004029,9
1705001000,170311705001000,110
1705001001,170311705001001,373
1705001002,170311705001002,23
1705001003,170311705001003,61
1705001004,170311705001004,83
1705001005,170311705001005,34
1705001006,170311705001006,41
1705001007,170311705001007,64
1705001008,170311705001008,85
1705001009,170311705001009,47
1705001010,170311705001010,10
1705001011,170311705001011,64
1705001012,170311705001012,96
1705001013,170311705001013,71
1705001014,170311705001014,28
1705001015,170311705001015,53
1705001016,170311705001016,60
1705001017,170311705001017,30
1705001018,170311705001018,32
1705001019,170311705001019,40
1705001020,170311705001020,44
1705001021,170311705001021,36
1705001022,170311705001022,33
1705001023,170311705001023,5
1705001024,170311705001024,34
1705001025,170311705001025,17
1705001026,170311705001026,89
1705002000,170311705002000,0
1705002001,170311705002001,35
1705002002,170311705002002,40
1705002003,170311705002003,50
1705002004,170311705002004,32
1705002005,170311705002005,88
1705002006,170311705002006,77
1705002007,170311705002007,49
1705002008,170311705002008,35
1705002009,170311705002009,32
1705002010,170311705002010,31
1705002011,170311705002011,30
1705002012,170311705002012,42
